year	tab_id	trad	simp	ipa_s	ipa_t	jyutping	sour	expl	note
1994	486	哩	哩	li55	li55	li1	P290	唦[sa33]～躘[lʊŋ21]：故弄玄虛	原文有音無字。完整表達應是「唦[ʃa21]哩[li55]躘[lʊŋ21]蹱[tʃʰʊŋ33]」。見白宛如《廣州方言詞典》P13、麥耘、譚步雲《實用廣州話分類詞典》、饒秉才《廣州話詞典》，又寫作「沙哩儱偅、沙哩弄銃」，各文獻「躘」有陽去、陽平、陰去的讀法
1994	487	離	离	li21	li21	li4	P290		
1994	488	籬	篱	li21	li21	li4	P290		
1994	489	梨	梨	li21	li21	li4	P290		
1994	490	狸	狸	li21	li21	li4	P290		
1994	491	李	李	li13	li24	li5	P290		
1994	492	里	里	li13	li24	li5	P290		
1994	493	理	理	li13	li24	li5	P290		
1994	494	鯉	鲤	li13	li24	li5	P290		
1994	495	利	利	li22	li22	li6	P290		
1994	496	吏	吏	li22	li22	li6	P290		
1994	497	痢	痢	li22	li22	li6	P290		
1994	498	知	知	tsi55	tʃi55	zi1	P290		
1994	499	蜘	蜘	tsi55	tʃi55	zi1	P290		
1994	500	支	支	tsi55	tʃi55	zi1	P290		
1994	196	嗲	嗲	tɛ33	tɛ33	de3	P289	流啲[ti55]～：涎水失禁	原文有音無字
1994	197	𪐀	𪐀	nɛ55	nɛ55	ne1	P289	貼：～郵票	原文有音無字
1994	198	呢	呢	nɛ55	nɛ55	ne1	P289		
1994	199	呢	呢	nɛ21	nɛ21	ne4	P289	語氣詞，行快地～	原文有音無字
1994	200	呢	呢	nɛ35	nɛ35	ne2	P289	表示打招呼：～，你有一封信	原文有音無字
1994	201	咧	咧	lɛ55	lɛ55	le1	P289	唓[tshɛ55]～：多嘴多舌	原文有音無字
1994	202	籬	篱	lɛ21	lɛ21	le4	P289	攔在水中的長魚網	原文有音無字
1994	203	褦	褦	lɛ35	lɛ35	le2	P289	～㹃[fɛ35]：小孩兒貪玩好動	原文有音無字
1994	204	瀨	濑	lɛ13	lɛ24	le5	P289	傳染：～着肝炎	原文有音無字
1994	205	罅	罅	lɛ33	lɛ33	le3	P289	小窄縫兒	原文有音無字
1994	206	遮	遮	tsɛ55	tʃɛ55	ze1	P289	傘	
1994	207	喳	喳	tsɛ21	tʃɛ21	ze4	P289	叫～～：叫喳喳	原文有音無字
1994	208	姐	姐	tsɛ35	tʃɛ35	ze2	P289		
1994	209	者	者	tsɛ35	tʃɛ35	ze2	P289		
1994	210	蔗	蔗	tsɛ33	tʃɛ33	ze3	P289		
1994	211	借	借	tsɛ33	tʃɛ33	ze3	P289		
1994	212	這	这	tsɛ33	tʃɛ33	ze3	P289		
1994	213	鷓	鹧	tsɛ33	tʃɛ33	ze3	P289	～鴣	
1994	214	謝	谢	tsɛ22	tʃɛ22	ze6	P289		
1994	215	車	车	tsʰɛ55	tʃʰɛ55	ce1	P289	汽～	
1994	216	斜	斜	tsʰɛ21	tʃʰɛ21	ce4	P289		
1994	217	邪	邪	tsʰɛ21	tʃʰɛ21	ce4	P289		
1994	218	扯	扯	tsʰɛ35	tʃʰɛ35	ce2	P289		
1994	219	且	且	tsʰɛ35	tʃʰɛ35	ce2	P289		
1994	220	笡	笡	tsʰɛ33	tʃʰɛ33	ce3	P289	～坽[liŋ33]：斜坡	原文有音無字
1994	221	佘	佘	sɛ55	ʃɛ55	se1	P289		
1994	222	奢	奢	sɛ55	ʃɛ55	se1	P289		
1994	223	賒	赊	sɛ55	ʃɛ55	se1	P289		
1994	224	蛇	蛇	sɛ21	ʃɛ21	se4	P289		
1994	225	舍	舍	sɛ35	ʃɛ35	se2	P289	～得	
1994	226	社	社	sɛ13	ʃɛ24	se5	P289		
1994	227	舍	舍	sɛ13	ʃɛ24	se5	P289	宿～	
1994	228	射	射	sɛ22	ʃɛ22	se6	P289		
1994	229	麝	麝	sɛ22	ʃɛ22	se6	P289		
1994	230	些	些	ɬɛ55	ɬɛ55	sle1	P289		
1994	231	瀉	泻	ɬɛ21	ɬɛ21	sle4	P289	～水：炒菜時往鍋裏灑點水	原文有音無字
1994	232	寫	写	ɬɛ35	ɬɛ35	sle2	P289		
1994	233	卸	卸	ɬɛ33	ɬɛ33	sle3	P289		
1994	234	瀉	泻	ɬɛ33	ɬɛ33	sle3	P289		
1994	235	哥	哥	kɛ55	kɛ55	ge1	P289	老～：父親	原文有音無字
1994	236	䐅	䐅	kɛ55	kɛ55	ge1	P289	女陰	原文有音無字。可參閱2022年張惠英《從漢語方言的「射、污」說起》，其中討論了「屎、䐅、𣢂」，另有古壯字「⿰既逢」，音geh[kɛ6]，縫隙、裂縫
1994	237	嘎	嘎	kɛ21	kɛ21	ge4	P289	笑～～：笑嘻嘻	原文有音無字
1994	238	嘅	嘅	kɛ33	kɛ33	ge3	P289	助詞；的	
1994	239	騎	骑	kɛ22	kɛ22	ge6	P289	屘[mɛt55]～：最後一名	原文有音無字
1994	240	𡲢	𡲢	kʰɛ55	kʰɛ55	ke1	P289	糞便	原文有音無字
1994	241	嘻	嘻	kʰɛ55	kʰɛ55	ke1	P289	笑～～：笑呵呵	原文有音無字
1994	242	騎	骑	kʰɛ21	kʰɛ21	ke4	P289		
1994	243	茄	茄	kʰɛ21	kʰɛ21	ke4	P289		
1994	244	椏	桠	ŋɛ55	ŋɛ55	nge1	P289	樹杈	
1994	245	鋸	锯	ŋɛ55	ŋɛ55	nge1	P289	～客人：宰客人	原文有音無字。應是[ky33]->[kœ33]->[ŋœ33]的音變，不少方言區有[kœ33]、[ŋœ33]的讀法
1994	246	呀	呀	ŋɛ55	ŋɛ55	nge1	P289	哭～～：哇哇哭	原文有音無字
1994	247	哈	哈	hɛ55	hɛ55	he1	P289	笑～～：得意地笑	原文有音無字
1994	248	哈	哈	hɛ21	hɛ21	he4	P289	笑～～：舒心地笑	原文有音無字
1994	249	許	许	hɛ35	hɛ35	he2	P289	准許	原文有音無字
1994	250	㹃	㹃	hɛ33	hɛ33	he3	P289	撬：～開隻櫃	原文有音無字。此處根據《廣州方言詞典》補充，《實用廣州話分類詞典》寫作「啡fe3(he3)」
1994	251	呱	呱	kuɛ55	kʷɛ55	gwe1	P289	叫～～：亂嚷嚷	原文有音無字
1994	252	呱	呱	kuɛ21	kʷɛ21	gwe4	P289	叫～～：叫喳喳	原文有音無字
1994	253	呱	呱	kuɛ35	kʷɛ35	gwe2	P289	傳說中的鬼叫聲：隻鬼叫得～一聲	原文有音無字
1994	254	瘸	瘸	kʰuɛ21	kʷʰɛ21	kwe4	P289		
1994	255	𧊅	𧊅	kʰuɛ35	kʷʰɛ35	kwe2	P289	小青蛙	原文有音無字
1994	256	擓	㧟	kʰuɛ33	kʷʰɛ33	kwe3	P289	扒拉：撥	原文有音無字
1994	257	肕	肕	jɛ55	jɛ55	je1	P289	韌[jɐŋ33]～～：死皮賴臉	原文有音無字。壯語有nyangq nyet nyet一詞表示小物很韌，古壯字有「⿰糹甲」，音nyat[ȵaːt7]，作形容詞後附加成分。古壯字還有「𠯲」，音yet[jeːt7]，作形容詞後附加成分。古壯字有「𢚴」，音nyaenq[ȵan5]，武鳴壯語有[ȵɛːn55]，表示羞恥，本字即「韌/肕」
1994	258	爺	爷	jɛ21	jɛ21	je4	P289		
1994	259	椰	椰	jɛ21	jɛ21	je4	P289		
1994	260	耶	耶	jɛ35	jɛ35	je2	P289	表示疑問：～，今日落雨	原文有音無字
1994	261	野	野	jɛ13	jɛ24	je5	P289		
1994	262	惹	惹	jɛ13	jɛ24	je5	P289		
1994	263	冶	冶	jɛ13	jɛ24	je5	P289		
1994	264	耶	耶	jɛ33	jɛ33	je3	P289	表示譏諷和蔑視：～，阿王幾時讀過大學	原文有音無字
1994	265	夜	夜	jɛ22	jɛ22	je6	P289		
1994	266	搲	搲	wɛ35	wɛ35	we2	P289	用指甲掐人	原文有音無字
1994	267	𠹁	𠹁	wɛ22	wɛ22	we6	P289	語氣詞：你來～	原文有音無字。覃遠雄等《南寧平話詞典》P65作「噦」字
1994	268	欸	欸	∅ɛ21	∅ɛ21	e4	P289	表示應允：～，我識得	原文有音無字
1994	269	欸	欸	∅ɛ35	∅ɛ35	e2	P289	表示疑問：～，毋見人呢	原文有音無字
1994	270	挨	挨	∅ɛ33	∅ɛ33	e3	P289	擠靠；套近乎	原文有音無字。古壯字作「𢯕」，音nyeq[ȵe5]，疑本字「挨」
1994	271	欸	欸	∅ɛ22	∅ɛ22	e6	P289	表示停頓的語氣：～，等一陣問你	原文有音無字
1994	272	波	波	pɔ55	pɔ55	bo1	P289	(1)波浪，波折；(2)打～：打乒乓球	作「球」義時，原文有音無字。來源於英文ball，此處併入「波」字
1994	273	菠	菠	pɔ55	pɔ55	bo1	P289		
1994	274	玻	玻	pɔ55	pɔ55	bo1	P289		
1994	3976	彷	彷	fɔŋ35	fɔŋ35	fong2	P298		原文作「仿」字
1994	276	薄	薄	pɔ21	pɔ21	bo4	P289	～荷	
1994	277	囗(bo2)	囗(bo2)	pɔ35	pɔ35	bo2	P289	交媾	原文有音無字
1994	278	簸	簸	pɔ33	pɔ33	bo3	P289	～箕	
1994	279	坡	坡	pʰɔ55	pʰɔ55	po1	P289		
1994	280	頗	颇	pʰɔ55	pʰɔ55	po1	P289		
1994	281	樖	樖	pʰɔ55	pʰɔ55	po1	P289	棵	原文有音無字
1994	282	婆	婆	pʰɔ21	pʰɔ21	po4	P289		
1994	283	菩	菩	pʰɔ21	pʰɔ21	po4	P289		
1994	284	破	破	pʰɔ33	pʰɔ33	po3	P289		
1994	285	簸	簸	pʰɔ33	pʰɔ33	po3	P289	～米	
1994	286	摸	摸	mɔ55	mɔ55	mo1	P289		
1994	287	魔	魔	mɔ55	mɔ55	mo1	P289		
1994	288	摹	摹	mɔ55	mɔ55	mo1	P289		
1994	289	饃	馍	mɔ55	mɔ55	mo1	P289		
1994	290	模	模	mɔ55	mɔ55	mo1	P289		
1994	291	摩	摩	mɔ55	mɔ55	mo1	P289		
1994	292	磨	磨	mɔ21	mɔ21	mo4	P289	～刀	
1994	293	麼	么	mɔ35	mɔ35	mo2	P289	表示疑問：有人在家～	原文有音無字
1994	294	磨	磨	mɔ22	mɔ22	mo6	P289	石～	
1994	295	科	科	fɔ55	fɔ55	fo1	P289		
1994	296	吙	吙	fɔ21	fɔ21	fo4	P289	風吹～～：風呼呼地刮	原文有音無字
1994	297	火	火	fɔ35	fɔ35	fo2	P290		
1994	298	貨	货	fɔ33	fɔ33	fo3	P290		
1994	299	多	多	tɔ55	tɔ55	do1	P290		
1994	87	啦	啦	la55	la55	laa1	P289	表示疑問語氣：到時間～	原文有音無字
1994	88	啦	啦	la21	la21	laa4	P289	走～～：四處奔走	原文有音無字
1994	89	揦	揦	la35	la35	laa2	P289	撮，聚擾	原文有音無字
1994	90	罅	罅	la33	la33	laa3	P289	縫隙	原文有音無字
1994	91	渣	渣	tsa55	tʃa55	zaa1	P289		
1994	92	抓	抓	tsa55	tʃa55	zaa1	P289		
1994	93	𧨊	𧨊	tsa21	tʃa21	zaa4	P289	牙～：無事找事	原文有音無字
1994	94	苴	苴	tsa35	tʃa35	zaa2	P289	劣質的	原文有音無字
1994	95	榨	榨	tsa33	tʃa33	zaa3	P289		
1994	96	詐	诈	tsa33	tʃa33	zaa3	P289		
1994	97	炸	炸	tsa33	tʃa33	zaa3	P289		
1994	98	乍	乍	tsa33	tʃa33	zaa3	P289		
1994	99	拃	拃	tsa22	tʃa22	zaa6	P289	～住：攔住	原文有音無字
1994	100	叉	叉	tsʰa55	tʃʰa55	caa1	P289		
1994	101	杈	杈	tsʰa55	tʃʰa55	caa1	P289		
1994	102	差	差	tsʰa55	tʃʰa55	caa1	P289	～別	
1994	103	茶	茶	tsʰa21	tʃʰa21	caa4	P289		
1994	104	查	查	tsʰa21	tʃʰa21	caa4	P289	調～	
1994	105	搽	搽	tsʰa21	tʃʰa21	caa4	P289		
1994	106	鑔	镲	tsʰa35	tʃʰa35	caa2	P289		
1994	107	囗(caa2)	囗(caa2)	tsʰa35	tʃʰa35	caa2	P289	伸	原文有音無字
1994	108	岔	岔	tsʰa33	tʃʰa33	caa3	P289		
1994	109	沙	沙	sa55	ʃa55	saa1	P289		
1994	110	砂	砂	sa55	ʃa55	saa1	P289		
1994	111	紗	纱	sa55	ʃa55	saa1	P289		
1994	112	鯊	鲨	sa55	ʃa55	saa1	P289		
1994	113	唦	唦	sa21	ʃa21	saa4	P289	～～滾：亂哄哄	原文有音無字。白宛如《廣州方言詞典》P13有音無字，麥耘、譚步雲《實用廣州話分類詞典》作「沙」字
1994	114	耍	耍	sa35	ʃa35	saa2	P289		
1994	115	娑	娑	ɬa21	ɬa21	slaa4	P289	細雨落～～：小雨稀稀拉拉地下	原文有音無字
1994	116	灑	洒	ɬa35	ɬa35	slaa2	P289		
1994	117	家	家	ka55	ka55	gaa1	P289		
1994	118	痂	痂	ka55	ka55	gaa1	P289		
1994	119	嘉	嘉	ka55	ka55	gaa1	P289		
1994	120	加	加	ka55	ka55	gaa1	P289		
1994	121	傢	家	ka55	ka55	gaa1	P289		
1994	122	枷	枷	ka55	ka55	gaa1	P289		
1994	123	袈	袈	ka55	ka55	gaa1	P289		
1994	124	嘎	嘎	ka21	ka21	gaa4	P289	～沙佬：哥們兒	原文有音無字
1994	125	賈	贾	ka35	ka35	gaa2	P289		
1994	126	假	假	ka35	ka35	gaa2	P289	真～	
1994	165	喳	喳	ja21	ja21	jaa4	P289	叫～～：嗷嗷叫	原文有音無字
1994	166	蛙	蛙	wa55	wa55	waa1	P289		
1994	167	華	华	wa21	wa21	waa4	P289		
1994	168	畫	画	wa35	wa35	waa2	P289	圖～	
1994	169	娃	娃	wa35	wa35	waa2	P289	阿～：暱稱小孩	原文有音無字
1994	170	哇	哇	wa33	wa33	waa3	P289	表示疑問：月光裏頭有白兔～	原文有音無字
1994	171	話	话	wa22	wa22	waa6	P289		
1994	172	鴉	鸦	∅a55	∅a55	aa1	P289		
1994	173	啊	啊	∅a55	∅a55	aa1	P289	表示驚訝：～，你連飯都毋識煮	原文有音無字
1994	174	啊	啊	∅a21	∅a21	aa4	P289	表示惋惜：～，阿公臨死都毋得見過孫仔	原文有音無字
1994	175	啞	哑	∅a35	∅a35	aa2	P289		
1994	176	亞	亚	∅a33	∅a33	aa3	P289		
1994	177	阿	阿	∅a33	∅a33	aa3	P289	這：～個人	
1994	178	屄	屄	pɛ55	pɛ55	be1	P289	女陰	
1994	179	啤	啤	pɛ55	pɛ55	be1	P289	～酒	
1994	180	𠵿	𠵿	pʰɛ55	pʰɛ55	pe1	P289	撲克	原文有音無字
1994	181	披	披	pʰɛ55	pʰɛ55	pe1	P289	長條硬竹片	原文有音無字
1994	182	孭	孭	mɛ55	mɛ55	me1	P289	肩負	原文有音無字
1994	183	𧋦	𧋦	mɛ55	mɛ55	me1	P289	塘～：蜻蜒	原文有音無字
1994	184	咩	咩	mɛ55	mɛ55	me1	P289	羊叫聲	原文有音無字
1994	185	彌	弥	mɛ21	mɛ21	me4	P289	乳房；乳汁	原文有音無字
1994	187	乜	乜	mɛ21	mɛ21	me4	P289	(1)～酒：飲酒；(2)～斜[ɬɛ21]：不清醒	原文有音無字
1994	188	歪	歪	mɛ35	mɛ35	me2	P289	歪斜	原文有音無字
1994	189	啡	啡	fɛ55	fɛ55	fe1	P289	風從縫隙吹入之聲：風～～吹落來	原文有音無字
1994	190	飛	飞	fɛ55	fɛ55	fe1	P289	阿[ɔ55]～：流氓	原文有音無字
1994	191	啡	啡	fɛ21	fɛ21	fe4	P289	微風吹拂：細風吹～～	原文有音無字
1994	192	飛	飞	fɛ35	fɛ35	fe2	P289	鈔票；錢	原文有音無字
1994	4164	歄	歄	kua55	kʷa55	gwaa1	P289	死亡	原文有音無字
1994	194	爹	爹	tɛ55	tɛ55	de1	P289		
1994	195	嗲	嗲	tɛ21	tɛ21	de4	P289	細水流動：水流～～	原文有音無字
1994	127	嫁	嫁	ka33	ka33	gaa3	P289		
1994	128	價	价	ka33	ka33	gaa3	P289		
1994	129	稼	稼	ka33	ka33	gaa3	P289		
1994	130	架	架	ka22	ka22	gaa6	P289	丟～：丟份兒	原文有音無字。此處據詹伯慧、陳曉錦《東莞方言詞典》P138補充，一說本字「掉價」
1994	131	卡	卡	kʰa55	kʰa55	kaa1	P289	～片	
1994	132	咔	咔	kʰa21	kʰa21	kaa4	P289	阻塞	原文有音無字
1994	133	假	假	kʰa33	kʰa33	kaa3	P289	放～	
1994	134	架	架	kʰa33	kʰa33	kaa3	P289		
1994	135	駕	驾	kʰa33	kʰa33	kaa3	P289		
1994	136	椏	桠	ŋa55	ŋa55	ngaa1	P289		
1994	137	呀	呀	ŋa55	ŋa55	ngaa1	P289	哭～～：哇哇地哭	原文有音無字
1994	138	牙	牙	ŋa21	ŋa21	ngaa4	P289		
1994	139	芽	芽	ŋa21	ŋa21	ngaa4	P289		
1994	140	衙	衙	ŋa21	ŋa21	ngaa4	P289		
1994	141	涯	涯	ŋa21	ŋa21	ngaa4	P289		
1994	142	崖	崖	ŋa21	ŋa21	ngaa4	P289		
1994	143	瓦	瓦	ŋa13	ŋa24	ngaa5	P289		
1994	144	雅	雅	ŋa13	ŋa24	ngaa5	P289		
1994	145	掗	挜	ŋa22	ŋa22	ngaa6	P289	～住：佔着	原文有音無字
1994	146	蝦	虾	ha55	ha55	haa1	P289	蝦米，魚蝦蟹	
1994	147	哈	哈	ha55	ha55	haa1	P289	(1)～腰：彎腰；(2)語氣詞	作「語氣詞」時，原文有音無字。此處併入「哈」字
1994	150	哈	哈	ha21	ha21	haa4	P289	笑～～；～一口氣	
1994	151	哈	哈	ha35	ha35	haa2	P289	表示勸誘的語氣：四個人一齊行～	原文有音無字
1994	152	瓜	瓜	kua55	kʷa55	gwaa1	P289		
1994	154	呱	呱	kua21	kʷa21	gwaa4	P289	叫～～：哇哇亂叫	原文有音無字
1994	155	寡	寡	kua35	kʷa35	gwaa2	P289		
1994	156	剮	剐	kua35	kʷa35	gwaa2	P289		
1994	157	掛	挂	kua33	kʷa33	gwaa3	P289		
1994	158	卦	卦	kua33	kʷa33	gwaa3	P289		
1994	159	誇	夸	kʰua55	kʷʰa55	kwaa1	P289		
1994	160	垮	垮	kʰua55	kʷʰa55	kwaa1	P289		
1994	161	跨	跨	kʰua55	kʷʰa55	kwaa1	P289		
1994	162	呀	呀	ja55	ja55	jaa1	P289		
1994	163	抓	抓	ja55	ja55	jaa1	P289	～銀紙：拿錢	原文有音無字
1994	164	渣	渣	ja55	ja55	jaa1	P289	食～米：窩囊廢	原文有音無字。此處應是「渣」白讀
1994	1	資	资	tsɿ55	tsɿ55	zy1	P288		
1994	2	姿	姿	tsɿ55	tsɿ55	zy1	P288		
1994	3	咨	咨	tsɿ55	tsɿ55	zy1	P288		
1994	4	茲	兹	tsɿ55	tsɿ55	zy1	P288		
1994	5	滋	滋	tsɿ55	tsɿ55	zy1	P288		
1994	6	紫	紫	tsɿ35	tsɿ35	zy2	P288		
1994	7	姊	姊	tsɿ35	tsɿ35	zy2	P288		
1994	8	子	子	tsɿ35	tsɿ35	zy2	P288		
1994	9	梓	梓	tsɿ35	tsɿ35	zy2	P288		
1994	10	自	自	tsɿ22	tsɿ22	zy6	P288		
1994	11	字	字	tsɿ22	tsɿ22	zy6	P288		
1994	12	牸	牸	tsɿ22	tsɿ22	zy6	P288	～牛	
1994	13	寺	寺	tsɿ22	tsɿ22	zy6	P288		
1994	14	疵	疵	tsʰɿ55	tsʰɿ55	cy1	P288		
1994	15	瓷	瓷	tsʰɿ21	tsʰɿ21	cy4	P288		
1994	16	餈	糍	tsʰɿ21	tsʰɿ21	cy4	P288	～粑	又作「糍」字
1994	17	慈	慈	tsʰɿ21	tsʰɿ21	cy4	P288		
1994	18	磁	磁	tsʰɿ21	tsʰɿ21	cy4	P288		
1994	19	辭	辞	tsʰɿ21	tsʰɿ21	cy4	P288		
1994	20	祠	祠	tsʰɿ21	tsʰɿ21	cy4	P288		
1994	21	詞	词	tsʰɿ21	tsʰɿ21	cy4	P288		
1994	22	飼	饲	tsʰɿ21	tsʰɿ21	cy4	P288		
1994	23	此	此	tsʰɿ35	tsʰɿ35	cy2	P288		
1994	24	似	似	tsʰɿ13	tsʰɿ24	cy5	P288		
1994	25	刺	刺	tsʰɿ33	tsʰɿ33	cy3	P288		
1994	26	嗣	嗣	tsʰɿ33	tsʰɿ33	cy3	P288		
1994	27	賜	赐	tsʰɿ33	tsʰɿ33	cy3	P288		
1994	768	騷	骚	ɬu55	ɬu55	slu1	P291		
1994	769	臊	臊	ɬu55	ɬu55	slu1	P291	～氣	
1994	770	擻	擞	ɬu21	ɬu21	slu4	P291	～～娑[ɬa21]娑[ɬa21]：做事拖泥帶水	原文有音無字
1994	771	嫂	嫂	ɬu35	ɬu35	slu2	P291		
1994	772	素	素	ɬu33	ɬu33	slu3	P291		
1994	773	訴	诉	ɬu33	ɬu33	slu3	P291		
1994	774	掃	扫	ɬu33	ɬu33	slu3	P291		
1994	775	姑	姑	ku55	ku55	gu1	P291		
1994	776	孤	孤	ku55	ku55	gu1	P291		
1994	777	高	高	ku55	ku55	gu1	P291		
1994	778	膏	膏	ku55	ku55	gu1	P291		
1994	779	篙	篙	ku55	ku55	gu1	P291		
1994	780	糕	糕	ku55	ku55	gu1	P291		
1994	781	古	古	ku35	ku35	gu2	P291		
1994	782	估	估	ku35	ku35	gu2	P291		
1994	783	盬	盬	ku35	ku35	gu2	P291	～子	
1994	784	股	股	ku35	ku35	gu2	P291		
1994	785	鼓	鼓	ku35	ku35	gu2	P291		
1994	786	稿	稿	ku35	ku35	gu2	P291		
1994	787	故	故	ku33	ku33	gu3	P291		
1994	788	固	固	ku33	ku33	gu3	P291		
1994	789	雇	雇	ku33	ku33	gu3	P291		
1994	790	告	告	ku33	ku33	gu3	P291		
1994	791	箍	箍	kʰu55	kʰu55	ku1	P291		
1994	792	枯	枯	kʰu55	kʰu55	ku1	P291		
1994	793	瓠	瓠	kʰu21	kʰu21	ku4	P291	～瓜	
1994	794	熬	熬	ŋu21	ŋu21	ngu4	P291		
1994	795	𢳆	𢳆	ŋu21	ŋu21	ngu4	P291	搖晃	原文有音無字
