year	tab_id	trad	simp	ipa_s	ipa_t	jyutping	sour	expl	note
2021	17	打噌噌	打噌噌	ta35 tsɐŋ21 tsɐŋ21	ta35 tʃɐŋ21 tʃɐŋ21	daa2 zang4 zang4	1998年陳謨志總纂《南寧市誌·文化卷》P634	紛紛亂打之貌。	原文有音無字
2021	18	吆喳喳	吆喳喳	ɛu55 ja55 ja55	∅ɛu55 ja55 ja55	eu1 jaa1 jaa1	1998年陳謨志總纂《南寧市誌·文化卷》P634	亂嚷嚷。	原文有音無字
2021	19	吆呱呱	吆呱呱	ɛu55 kʷɛ21 kʷɛ21	∅ɛu55 kʷɛ21 kʷɛ21	eu1 gwe4 gwe4	1998年陳謨志總纂《南寧市誌·文化卷》P634	叫喳喳。	原文有音無字
2021	20	吆喳喳	吆喳喳	ɛu55 tsa21 tsa21	∅ɛu55 tʃa21 tʃa21	eu1 zaa4 zaa4	1998年陳謨志總纂《南寧市誌·文化卷》P634	紛亂地叫。	原文有音無字
2021	21	吆喲喲	吆哟哟	ɛu55 jɔ55 jɔ55	∅ɛu55 jɔ55 jɔ55	eu1 jo1 jo1	1998年陳謨志總纂《南寧市誌·文化卷》P634	「喲喲」地叫。	原文有音無字
2021	22	吆呱呱	吆呱呱	ɛu55 kʷa21 kʷa21	∅ɛu55 kʷa21 kʷa21	eu1 gwaa4 gwaa4	1998年陳謨志總纂《南寧市誌·文化卷》P634	亂叫喊。	原文有音無字
2021	23	吆刮刮	吆刮刮	ɛu55 kʷɛt5 kʷɛt5	∅ɛu55 kʷɛt5 kʷɛt5	eu1 gwet1 gwet1	1998年陳謨志總纂《南寧市誌·文化卷》P634	尖叫。	原文有音無字
2021	24	笑喳喳	笑喳喳	ɬiu33 tsɛ21 tsɛ21	ɬiu33 tʃɛ21 tʃɛ21	sliu3 ze4 ze4	1998年陳謨志總纂《南寧市誌·文化卷》P634	笑嘻嘻。	原文有音無字
2021	25	笑噱噱	笑噱噱	ɬiu33 kʰɔk5 kʰɔk5	ɬiu33 kʰɔk5 kʰɔk5	sliu3 kok1 kok1	1998年陳謨志總纂《南寧市誌·文化卷》P634	笑哈哈。	原文有音無字
2021	26	笑吟吟	笑吟吟	ɬiu33 jɐm55 jɐm55	ɬiu33 jɐm55 jɐm55	sliu3 jam1 jam1	1998年陳謨志總纂《南寧市誌·文化卷》P634	笑咪咪。	原文有音無字，應是「吟」的變調
2021	27	哭呀呀	哭呀呀	huk5 ŋa55 ŋa55	hʊk5 ŋa55 ŋa55	huk1 ngaa1 ngaa1	1998年陳謨志總纂《南寧市誌·文化卷》P634	大聲哭。	原文有音無字
2021	28	哭霅霅	哭霅霅	huk5 ɬɐp2 ɬɐp2	hʊk5 ɬɐp2 ɬɐp2	huk1 slap6 slap6	1998年陳謨志總纂《南寧市誌·文化卷》P634	小聲哭。	原文有音無字
2021	29	哭呀呀	哭呀呀	huk5 ŋɛ55 ŋɛ55	hʊk5 ŋɛ55 ŋɛ55	huk1 nge1 nge1	1998年陳謨志總纂《南寧市誌·文化卷》P634	小孩子哭。	原文有音無字
2021	30	坐坺㳐	坐坺㳐	tsʰɔ24 pʰat2 ɬat2	tʃʰɔ24 pʰat2 ɬat2	co5 paat6 slaat6	1998年陳謨志總纂《南寧市誌·文化卷》P634	象一灘泥似地坐着。	原文有音無字
2021	31	睡坺㳐	睡坺㳐	sui22 pʰat2 ɬat2	ʃui22 pʰat2 ɬat2	sui6 paat6 slaat6	1998年陳謨志總纂《南寧市誌·文化卷》P634	睡像極難看地睡着。	原文有音無字
2021	32	睡列列	睡列列	sui22 lat2 lat2	ʃui22 lat2 lat2	sui6 laat6 laat6	1998年陳謨志總纂《南寧市誌·文化卷》P634	成排地躺下。	原文有音無字
2021	33	走趖趖	走趖趖	tsɐu35 tsɔ21 tsɔ21	tʃɐu35 tʃɔ21 tʃɔ21	zau2 zo4 zo4	1998年陳謨志總纂《南寧市誌·文化卷》P634	許多人急走。	原文有音無字
2021	34	趯喳喳	趯喳喳	tɛk3 tsa21 tsa21	tɛk3 tʃa21 tʃa21	dek3 zaa4 zaa4	1998年陳謨志總纂《南寧市誌·文化卷》P634	紛亂地四處跑。	原文有音無字
2021	35	行趿趿	行趿趿	haŋ21 ɬɐp2 ɬɐp2	haŋ21 ɬɐp2 ɬɐp2	haang4 slap6 slap6	1998年陳謨志總纂《南寧市誌·文化卷》P634	溜溜噠噠地走。	原文有音無字
2021	36	拖趿趿	拖趿趿	tʰɔ55 ɬɐp2 ɬɐp2	tʰɔ55 ɬɐp2 ɬɐp2	to1 slap6 slap6	1998年陳謨志總纂《南寧市誌·文化卷》P634	不利索的拖走。	原文有音無字
2021	37	徛蹬蹬	徛蹬蹬	kʰi24 ŋɐŋ22 ŋɐŋ22	kʰi24 ŋɐŋ22 ŋɐŋ22	ki5 ngang6 ngang6	1998年陳謨志總纂《南寧市誌·文化卷》P634	直直地站着。	原文有音無字
2021	38	跌碽緪	跌䂵緪	tit3 kuŋ21 kɐŋ21	tit3 kʊŋ21 kɐŋ21	dit3 gung4 gang4	1998年陳謨志總纂《南寧市誌·文化卷》P634	「卟通」地倒下。	原文有音無字
2021	39	碖𩄝𩄝	碖𩄝𩄝	lɐn33 ɬɔ21 ɬɔ21	lɐn33 ɬɔ21 ɬɔ21	lan3 slo4 slo4	1998年陳謨志總纂《南寧市誌·文化卷》P634	紛紛落下貌。	原文有音無字
2021	40	崩趖趖	崩趖趖	pɐŋ55 tsɔ21 tsɔ21	pɐŋ55 tʃɔ21 tʃɔ21	bang1 zo4 zo4	1998年陳謨志總纂《南寧市誌·文化卷》P634	房屋紛紛倒塌貌。	原文有音無字
2021	41	吊儂儾	吊侬儾	tiu33 nʊŋ33 naŋ33	tiu33 nʊŋ33 naŋ33	diu3 nung3 naang3	1998年陳謨志總纂《南寧市誌·文化卷》P634	吊在半中腰貌。	原文有音無字，或寫作「吊鬞鬤」
2021	42	拜喋喋	拜喋喋	pai33 ɬɐp2 ɬɐp2	pai33 ɬɐp2 ɬɐp2	baai3 slap6 slap6	1998年陳謨志總纂《南寧市誌·文化卷》P634	虔誠地拜。	原文有音無字
2021	43	紅豔豔	红艳艳	huŋ21 jɛm55 jɛm55	hʊŋ21 jɛm55 jɛm55	hung4 jem1 jem1	1998年陳謨志總纂《南寧市誌·文化卷》P635	紅豔豔。	原文有音無字
2021	44	紅艷艷	红艳艳	huŋ21 jɛm55 jɛm55	hʊŋ21 jɛm55 jɛm55	hung4 jem1 jem1	1998年陳謨志總纂《南寧市誌·文化卷》P635	紅艷艷。	原文有音無字
2021	45	紅咚咚	红咚咚	huŋ21 tuŋ55 tuŋ55	hʊŋ21 tʊŋ55 tʊŋ55	hung4 dung1 dung1	1998年陳謨志總纂《南寧市誌·文化卷》P635	紅彤彤。	原文有音無字
2021	46	紅丁丁	红丁丁	huŋ21 tiŋ55 tiŋ55	hʊŋ21 teŋ55 teŋ55	hung4 ding1 ding1	1998年陳謨志總纂《南寧市誌·文化卷》P635	血紅血紅的。	原文有音無字
2021	47	黃黚黚	黄黚黚	wɔŋ21 kɐm21 kɐm21	wɔŋ21 kɐm21 kɐm21	wong4 gam4 gam4	1998年陳謨志總纂《南寧市誌·文化卷》P635	暗黃。	原文有音無字
2021	48	黃鋥鋥	黄锃锃	wɔŋ21 saŋ33 saŋ33	wɔŋ21 ʃaŋ33 ʃaŋ33	wong4 saang3 saang3	1998年陳謨志總纂《南寧市誌·文化卷》P635	黃燦燦。	原文有音無字
2021	49	黃𦅇𦅇	黄𫄪𫄪	wɔŋ21 sɔŋ33 sɔŋ33	wɔŋ21 ʃɔŋ33 ʃɔŋ33	wong4 song3 song3	1998年陳謨志總纂《南寧市誌·文化卷》P635	金黃色。	原文有音無字
2021	50	黃黚黚	黄黚黚	wɔŋ21 kɛm21 kɛm21	wɔŋ21 kɛm21 kɛm21	wong4 gem4 gem4	1998年陳謨志總纂《南寧市誌·文化卷》P635	一般的黃。	原文有音無字
2021	51	綠嗷嗷	绿嗷嗷	luk2 ŋau33 ŋau33	lʊk2 ŋau33 ŋau33	luk6 ngaau3 ngaau3	1998年陳謨志總纂《南寧市誌·文化卷》P635	綠油油。	原文有音無字
2021	52	青啤啤	青啤啤	tsʰɛŋ55 pi55 pi55	tʃʰɛŋ55 pi55 pi55	ceng1 bi1 bi1	1998年陳謨志總纂《南寧市誌·文化卷》P635	青得很。	原文有音無字
2021	53	青嗷嗷	青嗷嗷	tsʰɛŋ55 ŋau33 ŋau33	tʃʰɛŋ55 ŋau33 ŋau33	ceng1 ngaau3 ngaau3	1998年陳謨志總纂《南寧市誌·文化卷》P635	青得發亮。	原文有音無字
2021	54	黑嘛嘛	黑嘛嘛	hɐk5 ma55 ma55	hɐk5 ma55 ma55	hak1 maa1 maa1	1998年陳謨志總纂《南寧市誌·文化卷》P635	很黑。	原文有音無字
2021	55	白截截	白截截	pak2 tsɛt2 tsɛt2	pak2 tʃɛt2 tʃɛt2	baak6 zet6 zet6	1998年陳謨志總纂《南寧市誌·文化卷》P635	慘白慘白的。	原文有音無字
2021	56	白宿宿	白宿宿	pak2 ɬuk5 ɬuk5	pak2 ɬʊk5 ɬʊk5	baak6 sluk1 sluk1	1998年陳謨志總纂《南寧市誌·文化卷》P635	雪白。	原文有音無字
2021	57	矮黕黕	矮黕黕	ɐi35 tɐm35 tɐm35	∅ɐi35 tɐm35 tɐm35	ai2 dam2 dam2	1998年陳謨志總纂《南寧市誌·文化卷》P635	很矮。	原文有音無字
2021	58	矮𦛠𦛠	矮𦛠𦛠	ɐi35 nɛt5 nɛt5	∅ɐi35 nɛt5 nɛt5	ai2 net1 net1	1998年陳謨志總纂《南寧市誌·文化卷》P635	矮得可憐。	原文有音無字
2021	59	高㗂㗂	高㗂㗂	ku55 ɬɐŋ21 ɬɐŋ21	ku55 ɬɐŋ21 ɬɐŋ21	gu1 slang4 slang4	1998年陳謨志總纂《南寧市誌·文化卷》P635	很高。	原文有音無字
2021	60	高嫋嫋	高嫋嫋	ku55 nɛu21 nɛu21	ku55 nɛu21 nɛu21	gu1 neu4 neu4	1998年陳謨志總纂《南寧市誌·文化卷》P635	高得很單薄。	原文有音無字，或寫作「高裊裊、高仦仦」
2021	61	肥豚豚	肥豚豚	fi21 tʰɐn21 tʰɐn21	fi21 tʰɐn21 tʰɐn21	fi4 tan4 tan4	1998年陳謨志總纂《南寧市誌·文化卷》P635	肥得很累贅。	原文有音無字
2021	62	肥臑臑	肥臑臑	fi21 nɔ55 nɔ55	fi21 nɔ55 nɔ55	fi4 no1 no1	1998年陳謨志總纂《南寧市誌·文化卷》P635	胖乎乎。	原文有音無字
2021	63	瘦蜢躿	瘦蜢躿	sɐu33 mɛŋ35 kʰɛŋ35	ʃɐu33 mɛŋ35 kʰɛŋ35	sau3 meng2 keng2	1998年陳謨志總纂《南寧市誌·文化卷》P635	瘦得很難看。	原文有音無字
2021	64	瘦蜢躿	瘦蜢躿	sɐu33 mɐŋ55 kʰɐŋ55	ʃɐu33 mɐŋ55 kʰɐŋ55	sau3 mang1 kang1	1998年陳謨志總纂《南寧市誌·文化卷》P635	很瘦。	原文有音無字
2021	65	瘦𤹍𤹍	瘦𤹍𤹍	sɐu33 nɐŋ55 nɐŋ55	ʃɐu33 nɐŋ55 nɐŋ55	sau3 nang1 nang1	1998年陳謨志總纂《南寧市誌·文化卷》P635	瘦得可憐。	原文有音無字
2021	66	奀丁丁	奀丁丁	ŋɐn55 tiŋ55 tiŋ55	ŋɐn55 teŋ55 teŋ55	ngan1 ding1 ding1	1998年陳謨志總纂《南寧市誌·文化卷》P635	瘦弱到了極點。	原文有音無字
2021	67	癡戇戇	痴戆戆	tsʰi55 ŋɐŋ55 ŋɐŋ55	tʃʰi55 ŋɐŋ55 ŋɐŋ55	ci1 ngang1 ngang1	1998年陳謨志總纂《南寧市誌·文化卷》P635	瘋瘋癲癲的樣子。	原文有音無字
2021	68	傻戇戇	傻戆戆	ɬɔ21 ŋɐŋ55 ŋɐŋ55	ɬɔ21 ŋɐŋ55 ŋɐŋ55	slo4 ngang1 ngang1	1998年陳謨志總纂《南寧市誌·文化卷》P635	傻乎乎。	原文有音無字
2021	69	聾嗙嗙	聋嗙嗙	luŋ21 paŋ55 paŋ55	lʊŋ21 paŋ55 paŋ55	lung4 baang1 baang1	1998年陳謨志總纂《南寧市誌·文化卷》P635	聾得什麽也聽不見。	原文有音無字
2021	70	盲尋尋	盲寻寻	maŋ21 ɬɐm21 ɬɐm21	maŋ21 ɬɐm21 ɬɐm21	maang4 slam4 slam4	1998年陳謨志總纂《南寧市誌·文化卷》P635	盲目亂來。	原文有音無字
2021	71	啞突突	哑突突	a35 tɐt2 tɐt2	∅a35 tɐt2 tɐt2	aa2 dat6 dat6	1998年陳謨志總纂《南寧市誌·文化卷》P635	啞口無言、無話可說。	原文有音無字
2021	72	跛趿趿	跛趿趿	pɐi55 ɬɐp2 ɬɐp2	pɐi55 ɬɐp2 ɬɐp2	bai1 slap6 slap6	1998年陳謨志總纂《南寧市誌·文化卷》P635	瘸得很。	原文有音無字
2021	73	乾翹翹	干翘翘	kɔn55 kʰɛu55 kʰɛu55	kɔn55 kʰɛu55 kʰɛu55	gon1 keu1 keu1	1998年陳謨志總纂《南寧市誌·文化卷》P635	乾燥得很。	原文有音無字
2021	74	乾擘擘	干擘擘	kɔn55 mak3 mak3	kɔn55 mak3 mak3	gon1 maak3 maak3	1998年陳謨志總纂《南寧市誌·文化卷》P635	乾得沒有一點光澤。	原文有音無字
2021	75	溼霅霅	湿霅霅	sɐp5 ɬɐp2 ɬɐp2	ʃɐp5 ɬɐp2 ɬɐp2	sap1 slap6 slap6	1998年陳謨志總纂《南寧市誌·文化卷》P635	溼淋淋的。	原文有音無字
2021	76	濕霅霅	湿霅霅	sɐp5 ɬɐp2 ɬɐp2	ʃɐp5 ɬɐp2 ɬɐp2	sap1 slap6 slap6	1998年陳謨志總纂《南寧市誌·文化卷》P635	濕淋淋的。	原文有音無字
2021	77	粈𪐌𪐌	粈𪐌𪐌	nɛu55 nɐk2 nɐk2	nɛu55 nɐk2 nɐk2	neu1 nak6 nak6	1998年陳謨志總纂《南寧市誌·文化卷》P635	粘得很。	原文有音無字
2021	78	熱坺坺	热坺坺	jit2 pat2 pat2	jit2 pat2 pat2	jit6 baat6 baat6	1998年陳謨志總纂《南寧市誌·文化卷》P635	熱得很。	原文有音無字
2021	79	擔潤	担润	tam33 jyn35	tam33 jyn35	daam3 jyun2	1998年陳謨志總纂《南寧市誌·文化卷》P635	扁擔	原文未標音，寫作「擔軟」
2021	80	甲穀	甲谷	nɛp5 kʊk5	nɛp5 kʊk5	nep1 guk1	1998年陳謨志總纂《南寧市誌·文化卷》P635	秕穀	原文有音無字
2021	81	九八佬	九八佬	kɐu35 pɛt3 lu35	kɐu35 pɛt3 lu35	gau2 bet3 lu2	1998年陳謨志總纂《南寧市誌·文化卷》P635	經紀人	原文未標音
2021	82	屎忽	屎忽	ʃi35 fɐt5	ʃi35 fɐt5	si2 fat1	1998年陳謨志總纂《南寧市誌·文化卷》P635	屁股	
2021	83	火氣猛	火气猛	fɔ35 hi33 maŋ24	fɔ35 hi33 maŋ24	fo2 hi3 maang5	1998年陳謨志總纂《南寧市誌·文化卷》P635	脾氣大	原文未標音
2021	84	黃蜂腰	黄蜂腰	wɔŋ21 fʊŋ55 jiu55	wɔŋ21 fʊŋ55 jiu55	wong4 fung1 jiu1	1998年陳謨志總纂《南寧市誌·文化卷》P635	細腰	原文未標音
2021	85	單滴	单滴	tan55 tek5	tan55 tek5	daan1 dik1	1998年陳謨志總纂《南寧市誌·文化卷》P635	獨眼	原文有音無字，「滴」表示個（量詞）或少量，與「丁」對轉，「丁」也用於表示個（量詞）或少量，2005年《地道廣州話用於》有「滴咁多」用法
2021	86	掛笠	挂笠	kʷa33 lɐp5	kʷa33 lɐp5	gwaa3 lap1	1998年陳謨志總纂《南寧市誌·文化卷》P635	背心	原文有音無字
2021	87	薑茸	姜茸	kœŋ55 jʊŋ21	kœŋ55 jʊŋ21	goeng1 jung4	1998年陳謨志總纂《南寧市誌·文化卷》P635	薑末	原文未標音
2021	88	嘬	嘬	jai33	jai33	jaai3	1998年陳謨志總纂《南寧市誌·文化卷》P635	咀嚼	原文有音無字
2021	89	合合眼	合合眼	hɐp2 hɐp2 ŋɛn24	hɐp2 hɐp2 ŋɛn24	hap6 hap6 ngen5	1998年陳謨志總纂《南寧市誌·文化卷》P635	打盹兒	原文未標音
2021	90	釐戥	厘戥	li21 tɐŋ35	li21 tɐŋ35	li4 dang2	1998年陳謨志總纂《南寧市誌·文化卷》P635	戥子	原文未標音
2021	91	高腳瘸	高脚瘸	ku55 kœk3 kʷʰɛ21	ku55 kœk3 kʷʰɛ21	gu1 goek3 kwe4	1998年陳謨志總纂《南寧市誌·文化卷》P635	高蹺	原文未標音，又作「高蹻瘸」
2021	92	噘嘴	噘嘴	tœ55 tʃui35	tœ55 tʃui35	doe1 zui2	1998年陳謨志總纂《南寧市誌·文化卷》P635	噘嘴	原文有音無字
2021	93	眨眨眼	眨眨眼	jɐp5 jɐp5 ŋɛn24	jɐp5 jɐp5 ŋɛn24	jap1 jap1 ngen5	1998年陳謨志總纂《南寧市誌·文化卷》P635	擠眼	原文有音無字
2021	94	抓巾仔	抓巾仔	tʃa55 kɐn55 tʃɐi35	tʃa55 kɐn55 tʃɐi35	zaa1 gan1 zai2	1998年陳謨志總纂《南寧市誌·文化卷》P636	手絹	原文未標音
2021	95	鈪	鈪	∅ak3	∅ak3	aak3	1998年陳謨志總纂《南寧市誌·文化卷》P636	鐲子	原文有音無字，誤作[ɐk33]
2021	96	雞頭子	鸡头子	kɐi55 tʰɐu21 tʃi35	kɐi55 tʰɐu21 tʃi35	gai1 tau4 zi2	1998年陳謨志總纂《南寧市誌·文化卷》P636	麪疙瘩	原文未標音
2021	97	鷄頭子	鸡头子	kɐi55 tʰɐu21 tʃi35	kɐi55 tʰɐu21 tʃi35	gai1 tau4 zi2	1998年陳謨志總纂《南寧市誌·文化卷》P636	麪疙瘩	原文未標音
2021	98	梘	枧	kɛn35	kɛn35	gen2	1998年陳謨志總纂《南寧市誌·文化卷》P636	肥皁	原文未標音
2021	99	邊啲	边啲	pin55 ti55	pin55 ti55	bin1 di1	1998年陳謨志總纂《南寧市誌·文化卷》P636	哪兒	原文有音無字
2021	100	邊個	边个	pin55 kɔ33	pin55 kɔ33	bin1 go3	1998年陳謨志總纂《南寧市誌·文化卷》P636	誰	原文未標音
2021	101	阿啲	阿啲	∅a33 ti55	∅a33 ti55	aa3 di1	1998年陳謨志總纂《南寧市誌·文化卷》P636	這兒	原文有音無字，又作「亞啲」
2021	102	亞啲	亚啲	∅a33 ti55	∅a33 ti55	aa3 di1	1998年陳謨志總纂《南寧市誌·文化卷》P636	這兒	原文有音無字，又作「阿啲」
2021	103	嚕啲	噜啲	lu55 ti55	lu55 ti55	lu1 di1	1998年陳謨志總纂《南寧市誌·文化卷》P636	那兒	原文有音無字
2021	104	佢	佢	kʰy24	kʰy24	kyu5	1998年陳謨志總纂《南寧市誌·文化卷》P636	他	原文未標音
2021	105	我哋	我哋	ŋɔ24 ti22	ŋɔ24 ti22	ngo5 di6	1998年陳謨志總纂《南寧市誌·文化卷》P636	我們	原文未標音
2021	106	乜嘢	乜嘢	mɐt5 jɛ24	mɐt5 jɛ24	mat1 je5	1998年陳謨志總纂《南寧市誌·文化卷》P636	什麼	原文未標音
2021	107	嘢	嘢	jɛ24	jɛ24	je5	1998年陳謨志總纂《南寧市誌·文化卷》P636	東西	原文未標音
2021	108	日頭	日头	jɐt2 tʰɐu21	jɐt2 tʰɐu21	jat6 tau4	1998年陳謨志總纂《南寧市誌·文化卷》P636	太陽	原文未標音
2021	109	熱頭	热头	jit2 tʰɐu21	jit2 tʰɐu21	jit6 tau4	1998年陳謨志總纂《南寧市誌·文化卷》P636	太陽	原文未標音
2021	110	月光	月光	jyt2 kɔŋ55	jyt2 kɔŋ55	jyut6 gong1	1998年陳謨志總纂《南寧市誌·文化卷》P636	月亮	原文未標音
2021	111	落雨	落雨	lɔk2 jy24	lɔk2 jy24	lok6 jyu5	1998年陳謨志總纂《南寧市誌·文化卷》P636	下雨	原文未標音
2021	112	聽日	听日	tʰɛŋ55 jɐt2	tʰɛŋ55 jɐt2	teng1 jat6	1998年陳謨志總纂《南寧市誌·文化卷》P636	明天	原文未標音
2021	114	琴日	琴日	kʰɐm21 jɐt2	kʰɐm21 jɐt2	kam4 jat6	1998年陳謨志總纂《南寧市誌·文化卷》P636	昨天	原文未標音，誤譯「今天」
2021	116	舊年	旧年	kɐu22 nin21	kɐu22 nin21	gau6 nin4	1998年陳謨志總纂《南寧市誌·文化卷》P636	去年	原文未標音
2021	117	劏	㓥	tʰɔŋ55	tʰɔŋ55	tong1	1998年陳謨志總纂《南寧市誌·文化卷》P636	殺	
2021	118	攞	攞	lɔ35	lɔ35	lo2	1998年陳謨志總纂《南寧市誌·文化卷》P636	拿	
2021	119	瞓	瞓	fɐn33	fɐn33	fan3	1998年陳謨志總纂《南寧市誌·文化卷》P636	睡覺	
2021	120	睇	睇	tʰɐi35	tʰɐi35	tai2	1998年陳謨志總纂《南寧市誌·文化卷》P636	看	
2021	121	徛	徛	kʰi24	kʰi24	ki5	1998年陳謨志總纂《南寧市誌·文化卷》P636	站	原文誤作「倚」字
2021	122	着	着	tʃœk3	tʃœk3	zoek3	1998年陳謨志總纂《南寧市誌·文化卷》P636	着（衫），穿（衣服）	原文未標音
2021	123	飲	饮	jɐm35	jɐm35	jam2	1998年陳謨志總纂《南寧市誌·文化卷》P636	飲（茶），喝（茶）	原文未標音
2021	124	食	食	ʃek2	ʃek2	sik6	1998年陳謨志總纂《南寧市誌·文化卷》P636	食（飯），吃（飯）	原文未標音
2021	125	行	行	haŋ21	haŋ21	haang4	1998年陳謨志總纂《南寧市誌·文化卷》P636	走	
2021	126	朝早	朝早	tʃiu55 tʃu35	tʃiu55 tʃu35	ziu1 zu2	1998年陳謨志總纂《南寧市誌·文化卷》P636	早上	原文未標音
2021	127	晏晝	晏昼	∅an33 tʃɐu33	∅an33 tʃɐu33	aan3 zau3	1998年陳謨志總纂《南寧市誌·文化卷》P636	中午	原文未標音
2021	128	夜晚	夜晚	jɛ22 man24	jɛ22 man24	je6 maan5	1998年陳謨志總纂《南寧市誌·文化卷》P636	晚上	原文未標音
2021	129	馬蹄	马蹄	ma24 tʰɐi21	ma24 tʰɐi21	maa5 tai4	1998年陳謨志總纂《南寧市誌·文化卷》P636	荸薺	原文未標音
2021	130	番薯	番薯	fan55 ʃy21	fan55 ʃy21	faan1 syu4	1998年陳謨志總纂《南寧市誌·文化卷》P636	白薯	原文未標音
2021	131	火水	火水	fɔ35 ʃui35	fɔ35 ʃui35	fo2 sui2	1998年陳謨志總纂《南寧市誌·文化卷》P636	煤油	原文未標音
2021	132	火油	火油	fɔ35 jɐu21	fɔ35 jɐu21	fo2 jau4	1998年陳謨志總纂《南寧市誌·文化卷》P636	煤油	原文未標音
2021	133	衫	衫	ʃam55	ʃam55	saam1	1998年陳謨志總纂《南寧市誌·文化卷》P636	衣服	原文未標音
2021	134	遮	遮	tʃɛ55	tʃɛ55	ze1	1998年陳謨志總纂《南寧市誌·文化卷》P636	傘	原文未標音
2021	135	雪條	雪条	ɬyt3 tʰiu21	ɬyt3 tʰiu21	slyut3 tiu4	1998年陳謨志總纂《南寧市誌·文化卷》P636	冰棍兒	原文未標音
2021	136	雪櫃	雪柜	ɬyt3 kʷɐi22	ɬyt3 kʷɐi22	slyut3 gwai6	1998年陳謨志總纂《南寧市誌·文化卷》P636	電冰箱	原文未標音
2021	137	一隻人	一只人	jɐt5 tʃɛk3 jɐn21	jɐt5 tʃɛk3 jɐn21	jat1 zek3 jan4	1998年陳謨志總纂《南寧市誌·文化卷》P636	一個人	原文未標音
2021	138	兩條票	两条票	lœŋ24 tʰiu21 pʰiu33	lœŋ24 tʰiu21 pʰiu33	loeng5 tiu4 piu3	1998年陳謨志總纂《南寧市誌·文化卷》P636	兩張票	原文未標音
2021	139	一嚿飯	一嚿饭	jɐt5 kɐu22 fan22	jɐt5 kɐu22 fan22	jat1 gau6 faan6	1998年陳謨志總纂《南寧市誌·文化卷》P636	一團飯	原文未標音，作「舊」字
2021	140	一䊆飯	一䊆饭	jɐt5 kɐu22 fan22	jɐt5 kɐu22 fan22	jat1 gau6 faan6	1998年陳謨志總纂《南寧市誌·文化卷》P636	一團飯	原文未標音，作「舊」字
